inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
2nd innings,Kolkata Knight Riders,Chennai Super Kings,9.6,VR Iyer,Shubman Gill,RA Jadeja,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.1,VR Iyer,Shubman Gill,SN Thakur,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.2,VR Iyer,Shubman Gill,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.3,VR Iyer,Shubman Gill,SN Thakur,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.4,Shubman Gill,VR Iyer,SN Thakur,0,0,0,,VR Iyer,caught,RA Jadeja,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.5,N Rana,Shubman Gill,SN Thakur,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.6,N Rana,Shubman Gill,SN Thakur,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,10.7,Shubman Gill,N Rana,SN Thakur,0,0,0,,N Rana,caught,F du Plessis,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.1,SP Narine,Shubman Gill,JR Hazlewood,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.2,Shubman Gill,SP Narine,JR Hazlewood,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.3,Shubman Gill,SP Narine,JR Hazlewood,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.4,Shubman Gill,SP Narine,JR Hazlewood,0,0,0,,SP Narine,caught,RA Jadeja,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.5,Shubman Gill,EJG Morgan,JR Hazlewood,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.6,EJG Morgan,Shubman Gill,JR Hazlewood,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,11.7,Shubman Gill,EJG Morgan,JR Hazlewood,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.1,EJG Morgan,Shubman Gill,RA Jadeja,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.2,EJG Morgan,Shubman Gill,RA Jadeja,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.3,EJG Morgan,Shubman Gill,RA Jadeja,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.4,EJG Morgan,Shubman Gill,RA Jadeja,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.5,EJG Morgan,Shubman Gill,RA Jadeja,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,12.6,EJG Morgan,Shubman Gill,RA Jadeja,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.1,EJG Morgan,Shubman Gill,DL Chahar,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.2,EJG Morgan,Shubman Gill,DL Chahar,0,0,0,,Shubman Gill,lbw,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.3,EJG Morgan,KD Karthik,DL Chahar,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.4,EJG Morgan,KD Karthik,DL Chahar,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.5,KD Karthik,EJG Morgan,DL Chahar,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,13.6,EJG Morgan,KD Karthik,DL Chahar,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.1,EJG Morgan,KD Karthik,RA Jadeja,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.2,EJG Morgan,KD Karthik,RA Jadeja,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.3,EJG Morgan,KD Karthik,RA Jadeja,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.4,KD Karthik,EJG Morgan,RA Jadeja,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.5,EJG Morgan,KD Karthik,RA Jadeja,0,0,0,,KD Karthik,caught,AT Rayudu,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.6,EJG Morgan,Shakib Al Hasan,RA Jadeja,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,14.7,EJG Morgan,Shakib Al Hasan,RA Jadeja,0,0,0,,Shakib Al Hasan,lbw,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.1,RA Tripathi,EJG Morgan,SN Thakur,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.2,EJG Morgan,RA Tripathi,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.3,EJG Morgan,RA Tripathi,SN Thakur,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.4,EJG Morgan,RA Tripathi,SN Thakur,0,0,0,,RA Tripathi,caught,MM Ali,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.5,EJG Morgan,LH Ferguson,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,15.6,EJG Morgan,LH Ferguson,SN Thakur,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.1,LH Ferguson,EJG Morgan,JR Hazlewood,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.2,LH Ferguson,EJG Morgan,JR Hazlewood,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.3,LH Ferguson,EJG Morgan,JR Hazlewood,0,0,0,,EJG Morgan,caught,DL Chahar,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.4,LH Ferguson,Shivam Mavi,JR Hazlewood,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.5,Shivam Mavi,LH Ferguson,JR Hazlewood,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,16.6,LH Ferguson,Shivam Mavi,JR Hazlewood,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.1,Shivam Mavi,LH Ferguson,DJ Bravo,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.2,LH Ferguson,Shivam Mavi,DJ Bravo,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.3,LH Ferguson,Shivam Mavi,DJ Bravo,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.4,LH Ferguson,Shivam Mavi,DJ Bravo,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.5,LH Ferguson,Shivam Mavi,DJ Bravo,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,17.6,LH Ferguson,Shivam Mavi,DJ Bravo,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.1,LH Ferguson,Shivam Mavi,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.2,LH Ferguson,Shivam Mavi,SN Thakur,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.3,LH Ferguson,Shivam Mavi,SN Thakur,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.4,Shivam Mavi,LH Ferguson,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.5,Shivam Mavi,LH Ferguson,SN Thakur,1,4,5,noballs,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.6,Shivam Mavi,LH Ferguson,SN Thakur,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.7,Shivam Mavi,LH Ferguson,SN Thakur,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.8,Shivam Mavi,LH Ferguson,SN Thakur,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.9,Shivam Mavi,LH Ferguson,SN Thakur,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,18.1,Shivam Mavi,LH Ferguson,SN Thakur,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.1,LH Ferguson,Shivam Mavi,DJ Bravo,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.2,LH Ferguson,Shivam Mavi,DJ Bravo,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.3,Shivam Mavi,LH Ferguson,DJ Bravo,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.4,LH Ferguson,Shivam Mavi,DJ Bravo,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.5,LH Ferguson,Shivam Mavi,DJ Bravo,0,0,0,,Shivam Mavi,caught,DL Chahar,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
2nd innings,Kolkata Knight Riders,Chennai Super Kings,19.6,CV Varun,LH Ferguson,DJ Bravo,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
