inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.1,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.2,RD Gaikwad,F du Plessis,Shakib Al Hasan,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.3,RD Gaikwad,F du Plessis,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.4,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.5,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,0.6,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.1,RD Gaikwad,F du Plessis,Shivam Mavi,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.2,RD Gaikwad,F du Plessis,Shivam Mavi,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.3,F du Plessis,RD Gaikwad,Shivam Mavi,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.4,F du Plessis,RD Gaikwad,Shivam Mavi,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.5,F du Plessis,RD Gaikwad,Shivam Mavi,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,1.6,F du Plessis,RD Gaikwad,Shivam Mavi,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.1,RD Gaikwad,F du Plessis,Shakib Al Hasan,1,0,1,byes,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.2,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.3,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.4,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.5,F du Plessis,RD Gaikwad,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,2.6,RD Gaikwad,F du Plessis,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.1,RD Gaikwad,F du Plessis,LH Ferguson,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.2,RD Gaikwad,F du Plessis,LH Ferguson,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.3,F du Plessis,RD Gaikwad,LH Ferguson,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.4,F du Plessis,RD Gaikwad,LH Ferguson,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.5,RD Gaikwad,F du Plessis,LH Ferguson,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,3.6,RD Gaikwad,F du Plessis,LH Ferguson,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.1,F du Plessis,RD Gaikwad,Shivam Mavi,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.2,F du Plessis,RD Gaikwad,Shivam Mavi,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.3,RD Gaikwad,F du Plessis,Shivam Mavi,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.4,F du Plessis,RD Gaikwad,Shivam Mavi,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.5,RD Gaikwad,F du Plessis,Shivam Mavi,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,4.6,RD Gaikwad,F du Plessis,Shivam Mavi,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.1,RD Gaikwad,F du Plessis,CV Varun,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.2,RD Gaikwad,F du Plessis,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.3,F du Plessis,RD Gaikwad,CV Varun,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.4,F du Plessis,RD Gaikwad,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.5,RD Gaikwad,F du Plessis,CV Varun,1,0,1,noballs,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.6,RD Gaikwad,F du Plessis,CV Varun,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,5.7,RD Gaikwad,F du Plessis,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.1,RD Gaikwad,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.2,F du Plessis,RD Gaikwad,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.3,RD Gaikwad,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.4,F du Plessis,RD Gaikwad,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.5,RD Gaikwad,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,6.6,F du Plessis,RD Gaikwad,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.1,F du Plessis,RD Gaikwad,CV Varun,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.2,F du Plessis,RD Gaikwad,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.3,RD Gaikwad,F du Plessis,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.4,F du Plessis,RD Gaikwad,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.5,RD Gaikwad,F du Plessis,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,7.6,F du Plessis,RD Gaikwad,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.1,F du Plessis,RD Gaikwad,SP Narine,0,0,0,,RD Gaikwad,caught,Shivam Mavi,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.2,F du Plessis,RV Uthappa,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.3,RV Uthappa,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.4,F du Plessis,RV Uthappa,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.5,RV Uthappa,F du Plessis,SP Narine,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,8.6,RV Uthappa,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.1,RV Uthappa,F du Plessis,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.2,F du Plessis,RV Uthappa,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.3,RV Uthappa,F du Plessis,Shakib Al Hasan,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.4,RV Uthappa,F du Plessis,Shakib Al Hasan,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.5,RV Uthappa,F du Plessis,Shakib Al Hasan,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,9.6,F du Plessis,RV Uthappa,Shakib Al Hasan,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.1,RV Uthappa,F du Plessis,LH Ferguson,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.2,RV Uthappa,F du Plessis,LH Ferguson,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.3,RV Uthappa,F du Plessis,LH Ferguson,0,4,4,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.4,RV Uthappa,F du Plessis,LH Ferguson,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.5,F du Plessis,RV Uthappa,LH Ferguson,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.6,RV Uthappa,F du Plessis,LH Ferguson,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,10.7,RV Uthappa,F du Plessis,LH Ferguson,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.1,F du Plessis,RV Uthappa,SP Narine,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.2,F du Plessis,RV Uthappa,SP Narine,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.3,F du Plessis,RV Uthappa,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.4,RV Uthappa,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.5,F du Plessis,RV Uthappa,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,11.6,RV Uthappa,F du Plessis,SP Narine,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.1,F du Plessis,RV Uthappa,CV Varun,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.2,F du Plessis,RV Uthappa,CV Varun,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.3,F du Plessis,RV Uthappa,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.4,RV Uthappa,F du Plessis,CV Varun,0,0,0,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.5,RV Uthappa,F du Plessis,CV Varun,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,12.6,F du Plessis,RV Uthappa,CV Varun,0,2,2,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,13.1,RV Uthappa,F du Plessis,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,13.2,F du Plessis,RV Uthappa,SP Narine,1,0,1,wides,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,13.3,F du Plessis,RV Uthappa,SP Narine,0,6,6,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,13.4,F du Plessis,RV Uthappa,SP Narine,0,0,0,,RV Uthappa,lbw,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
1st innings,Chennai Super Kings,Kolkata Knight Riders,13.5,F du Plessis,MM Ali,SP Narine,0,1,1,,,,,CSK vs KKR 2021-10-15,Nitin Menon,RK Illingworth,F du Plessis,Chennai Super Kings,Dubai,Dubai International Cricket Stadium,2021-10-15
